LifeStyle,ID
Bad,4413
Great,4414
Bad,4415
Bad,4416
Bad,4417
Bad,4418
Average,4419
Good,4420
Bad,4421
Bad,4422
Bad,4423
Good,4424
Bad,4425
Bad,4426
Bad,4427
Average,4428
Average,4429
Bad,4430
Great,4431
Bad,4432
Bad,4433
Bad,4434
Bad,4435
Average,4436
Good,4437
Bad,4438
Bad,4439
Bad,4440
Bad,4441
Bad,4442
Bad,4443
Bad,4444
Average,4445
Bad,4446
Bad,4447
Average,4448
Good,4449
Bad,4450
Average,4451
Bad,4452
Good,4453
Bad,4454
Bad,4455
Good,4456
Good,4457
Bad,4458
Bad,4459
Average,4460
Great,4461
Average,4462
Average,4463
Bad,4464
Bad,4465
Good,4466
Great,4467
Average,4468
Bad,4469
Bad,4470
Bad,4471
Average,4472
Average,4473
Bad,4474
Bad,4475
Good,4476
Good,4477
Bad,4478
Bad,4479
Bad,4480
Bad,4481
Great,4482
Bad,4483
Great,4484
Bad,4485
Bad,4486
Bad,4487
Bad,4488
Bad,4489
Average,4490
Bad,4491
Good,4492
Bad,4493
Bad,4494
Bad,4495
Good,4496
Average,4497
Average,4498
Bad,4499
Great,4500
Average,4501
Average,4502
Good,4503
Average,4504
Good,4505
Bad,4506
Great,4507
Bad,4508
Average,4509
Bad,4510
Bad,4511
Bad,4512
Average,4513
Bad,4514
Bad,4515
Bad,4516
Good,4517
Bad,4518
Bad,4519
Bad,4520
Bad,4521
Good,4522
Average,4523
Average,4524
Bad,4525
Bad,4526
Average,4527
Average,4528
Good,4529
Average,4530
Good,4531
Bad,4532
Bad,4533
Average,4534
Bad,4535
Average,4536
Bad,4537
Great,4538
Average,4539
Bad,4540
Average,4541
Good,4542
Bad,4543
Great,4544
Bad,4545
Bad,4546
Good,4547
Bad,4548
Good,4549
Bad,4550
Average,4551
Average,4552
Bad,4553
Bad,4554
Bad,4555
Bad,4556
Average,4557
Bad,4558
Bad,4559
Bad,4560
Bad,4561
Bad,4562
Good,4563
Bad,4564
Bad,4565
Bad,4566
Bad,4567
Average,4568
Bad,4569
Bad,4570
Bad,4571
Bad,4572
Average,4573
Average,4574
Average,4575
Good,4576
Average,4577
Bad,4578
Bad,4579
Good,4580
Bad,4581
Bad,4582
Bad,4583
Average,4584
Average,4585
Bad,4586
Average,4587
Bad,4588
Bad,4589
Average,4590
Bad,4591
Average,4592
Bad,4593
Bad,4594
Bad,4595
Bad,4596
Average,4597
Bad,4598
Bad,4599
Bad,4600
Average,4601
Bad,4602
Good,4603
Good,4604
Great,4605
Average,4606
Bad,4607
Bad,4608
Bad,4609
Bad,4610
Bad,4611
Great,4612
Good,4613
Bad,4614
Bad,4615
Bad,4616
Bad,4617
Bad,4618
Average,4619
Average,4620
Bad,4621
Bad,4622
Good,4623
Bad,4624
Good,4625
Good,4626
Great,4627
Bad,4628
Good,4629
Average,4630
Bad,4631
Average,4632
Bad,4633
Average,4634
Good,4635
Average,4636
Average,4637
Bad,4638
Good,4639
Bad,4640
Bad,4641
Bad,4642
Bad,4643
Average,4644
Average,4645
Average,4646
Bad,4647
Bad,4648
Bad,4649
Bad,4650
Average,4651
Bad,4652
Average,4653
Bad,4654
Average,4655
Good,4656
Bad,4657
Bad,4658
Average,4659
Bad,4660
Bad,4661
Bad,4662
Average,4663
Average,4664
Bad,4665
Bad,4666
Good,4667
Good,4668
Bad,4669
Bad,4670
Average,4671
Bad,4672
Average,4673
Good,4674
Average,4675
Bad,4676
Bad,4677
Bad,4678
Bad,4679
Bad,4680
Good,4681
Great,4682
Average,4683
Bad,4684
Bad,4685
Good,4686
Bad,4687
Bad,4688
Bad,4689
Bad,4690
Bad,4691
Bad,4692
Good,4693
Bad,4694
Bad,4695
Bad,4696
Bad,4697
Good,4698
Average,4699
Good,4700
Bad,4701
Great,4702
Bad,4703
Good,4704
Bad,4705
Bad,4706
Bad,4707
Bad,4708
Average,4709
Bad,4710
Bad,4711
Average,4712
Bad,4713
Bad,4714
Bad,4715
Bad,4716
Bad,4717
Bad,4718
Bad,4719
Bad,4720
Bad,4721
Average,4722
Good,4723
Average,4724
Good,4725
Bad,4726
Average,4727
Good,4728
Bad,4729
Average,4730
Bad,4731
Bad,4732
Average,4733
Bad,4734
Bad,4735
Good,4736
Good,4737
Average,4738
Bad,4739
Bad,4740
Bad,4741
Great,4742
Bad,4743
Average,4744
Bad,4745
Average,4746
Good,4747
Bad,4748
Bad,4749
Good,4750
Average,4751
Bad,4752
Bad,4753
Bad,4754
Great,4755
Bad,4756
Bad,4757
Bad,4758
Bad,4759
Great,4760
Good,4761
Average,4762
Great,4763
Bad,4764
Bad,4765
Bad,4766
Average,4767
Average,4768
Bad,4769
Bad,4770
Bad,4771
Bad,4772
Bad,4773
Bad,4774
Bad,4775
Bad,4776
Good,4777
Great,4778
Bad,4779
Bad,4780
Good,4781
Bad,4782
Average,4783
Bad,4784
Good,4785
Bad,4786
Bad,4787
Good,4788
Bad,4789
Average,4790
Average,4791
Bad,4792
Good,4793
Great,4794
Average,4795
Good,4796
Bad,4797
Bad,4798
Bad,4799
Average,4800
Bad,4801
Bad,4802
Bad,4803
Bad,4804
Great,4805
Bad,4806
Average,4807
Bad,4808
Good,4809
Bad,4810
Average,4811
Bad,4812
Good,4813
Bad,4814
Bad,4815
Average,4816
Bad,4817
Bad,4818
Bad,4819
Bad,4820
Good,4821
Bad,4822
Good,4823
Bad,4824
Average,4825
Bad,4826
Bad,4827
Good,4828
Bad,4829
Bad,4830
Bad,4831
Bad,4832
Bad,4833
Bad,4834
Bad,4835
Bad,4836
Great,4837
Bad,4838
Good,4839
Average,4840
Bad,4841
Bad,4842
Good,4843
Bad,4844
Bad,4845
Bad,4846
Average,4847
Great,4848
Good,4849
Bad,4850
Bad,4851
Good,4852
Bad,4853
Bad,4854
Bad,4855
Bad,4856
Bad,4857
Bad,4858
Average,4859
Bad,4860
Average,4861
Average,4862
Average,4863
Bad,4864
Average,4865
Bad,4866
Bad,4867
Bad,4868
Average,4869
Average,4870
Average,4871
Bad,4872
Great,4873
Bad,4874
Good,4875
Great,4876
Bad,4877
Bad,4878
Good,4879
Great,4880
Average,4881
Bad,4882
Bad,4883
Good,4884
Bad,4885
Bad,4886
Bad,4887
Bad,4888
Bad,4889
Bad,4890
Bad,4891
Bad,4892
Bad,4893
Average,4894
Average,4895
Good,4896
Average,4897
Bad,4898
Bad,4899
Average,4900
Bad,4901
Bad,4902
Average,4903
Good,4904
Bad,4905
Bad,4906
Bad,4907
Average,4908
Bad,4909
Average,4910
Great,4911
Average,4912
Bad,4913
Average,4914
Good,4915
Bad,4916
Average,4917
Bad,4918
Bad,4919
Bad,4920
Average,4921
Bad,4922
Bad,4923
Bad,4924
Good,4925
Good,4926
Bad,4927
Bad,4928
Good,4929
Good,4930
Bad,4931
Average,4932
Average,4933
Good,4934
Good,4935
Bad,4936
Bad,4937
Bad,4938
Good,4939
Good,4940
Bad,4941
Average,4942
Average,4943
Bad,4944
Good,4945
Great,4946
Bad,4947
Bad,4948
Bad,4949
Bad,4950
Bad,4951
Bad,4952
Bad,4953
Good,4954
Average,4955
Average,4956
Bad,4957
Average,4958
Bad,4959
Good,4960
Bad,4961
Great,4962
Bad,4963
Average,4964
Great,4965
Good,4966
Bad,4967
Bad,4968
Bad,4969
Bad,4970
Average,4971
Average,4972
Bad,4973
Bad,4974
Bad,4975
Average,4976
Average,4977
Good,4978
Good,4979
Average,4980
Bad,4981
Bad,4982
Average,4983
Bad,4984
Good,4985
Great,4986
Bad,4987
Bad,4988
Bad,4989
Bad,4990
Bad,4991
Bad,4992
Bad,4993
Good,4994
Average,4995
Good,4996
Bad,4997
Bad,4998
Average,4999
